cast,cast_id,cast_url,certificate,director,director_id,director_url,genre,gross,metascore,movie_id,movie_name,movie_url,plot,poster,rating,runtime,votes,year
"James Corden,Judi Dench,Jason Derulo,Idris Elba","nm0179479,nm0001132,nm3716653,nm0252961","https://www.imdb.com/name/nm0179479,https://www.imdb.com/name/nm0001132,https://www.imdb.com/name/nm3716653,https://www.imdb.com/name/nm0252961",PG,Tom Hooper,nm0393799,https://www.imdb.com/name/nm0393799,"Comedy,Drama,Family",,32        ,tt5697572,Cats,https://www.imdb.com/title/tt5697572,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,2.7,110 min,33471,2019
"Will Smith,Mena Massoud,Naomi Scott,Marwan Kenzari","nm0000226,nm4565815,nm4305463,nm3092471","https://www.imdb.com/name/nm0000226,https://www.imdb.com/name/nm4565815,https://www.imdb.com/name/nm4305463,https://www.imdb.com/name/nm3092471",PG,Guy Ritchie,nm0005363,https://www.imdb.com/name/nm0005363,"Adventure,Family,Fantasy",$355.56M,53        ,tt6139732,Aladdin,https://www.imdb.com/title/tt6139732,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7,128 min,207159,2019
"Noemie Merlant,Adele Haenel,Luana Bajrami,Valeria Golino","nm4374524,nm1194748,nm4714676,nm0000420","https://www.imdb.com/name/nm4374524,https://www.imdb.com/name/nm1194748,https://www.imdb.com/name/nm4714676,https://www.imdb.com/name/nm0000420",R,Celine Sciamma,nm1780037,https://www.imdb.com/name/nm1780037,"Drama,Romance",,95        ,tt8613070,Portrait of a Lady on Fire,https://www.imdb.com/title/tt8613070,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.1,122 min,39603,2019
"Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Jason Sudeikis","nm3239803,nm2788156,nm1790970,nm0837177","https://www.imdb.com/name/nm3239803,https://www.imdb.com/name/nm2788156,https://www.imdb.com/name/nm1790970,https://www.imdb.com/name/nm0837177",R,Olivia Wilde,nm1312575,https://www.imdb.com/name/nm1312575,Comedy,$22.68M,84        ,tt1489887,Booksmart,https://www.imdb.com/title/tt1489887,"On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.2,102 min,78267,2019
"Gerard Butler,Frederick Schmidt,Danny Huston,Rocci Williams","nm0124930,nm5520750,nm0396812,nm6875258","https://www.imdb.com/name/nm0124930,https://www.imdb.com/name/nm5520750,https://www.imdb.com/name/nm0396812,https://www.imdb.com/name/nm6875258",R,Ric Roman Waugh,nm0006846,https://www.imdb.com/name/nm0006846,"Action,Thriller",$67.16M,45        ,tt6189022,Angel Has Fallen,https://www.imdb.com/title/tt6189022,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,121 min,67738,2019
"Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law","nm0488953,nm0000168,nm0578853,nm0000179","https://www.imdb.com/name/nm0488953,https://www.imdb.com/name/nm0000168,https://www.imdb.com/name/nm0578853,https://www.imdb.com/name/nm0000179",PG-13,"Ryan Fleck,Anna Boden","nm0281396,nm1349818","https://www.imdb.com/name/nm0281396,https://www.imdb.com/name/nm1349818","Action,Adventure,Sci-Fi",$426.83M,64        ,tt4154664,Captain Marvel,https://www.imdb.com/title/tt4154664,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,123 min,413481,2019
"Tom Hanks,Tim Allen,Annie Potts,Tony Hale","nm0000158,nm0000741,nm0001633,nm0355024","https://www.imdb.com/name/nm0000158,https://www.imdb.com/name/nm0000741,https://www.imdb.com/name/nm0001633,https://www.imdb.com/name/nm0355024",G,Josh Cooley,nm2155757,https://www.imdb.com/name/nm2155757,"Animation,Adventure,Comedy",$434.04M,84        ,tt1979376,Toy Story 4,https://www.imdb.com/title/tt1979376,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.8,100 min,180860,2019
"Zachary Levi,Mark Strong,Asher Angel,Jack Dylan Grazer","nm1157048,nm0835016,nm4755508,nm6244013","https://www.imdb.com/name/nm1157048,https://www.imdb.com/name/nm0835016,https://www.imdb.com/name/nm4755508,https://www.imdb.com/name/nm6244013",PG-13,David F. Sandberg,nm2497546,https://www.imdb.com/name/nm2497546,"Action,Adventure,Comedy",$140.37M,71        ,tt0448115,Shazam!,https://www.imdb.com/title/tt0448115,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.1,132 min,232092,2019
"Kari Matchett,Robbie Amell,Penny Eizenga,Lawrence Bayne","nm0558182,nm2064412,nm2818965,nm0063143","https://www.imdb.com/name/nm0558182,https://www.imdb.com/name/nm2064412,https://www.imdb.com/name/nm2818965,https://www.imdb.com/name/nm0063143",A,Jeff Chan,nm3728712,https://www.imdb.com/name/nm3728712,"Action,Crime,Drama",,48        ,tt6259380,Code 8,https://www.imdb.com/title/tt6259380,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,98 min,27663,2019
"Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne","nm0000206,nm0000932,nm0574534,nm0000401","https://www.imdb.com/name/nm0000206,https://www.imdb.com/name/nm0000932,https://www.imdb.com/name/nm0574534,https://www.imdb.com/name/nm0000401",R,Chad Stahelski,nm0821432,https://www.imdb.com/name/nm0821432,"Action,Crime,Thriller",$171.02M,73        ,tt6146586,John Wick: Chapter 3 - Parabellum,https://www.imdb.com/title/tt6146586,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,130 min,247500,2019
"Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks","nm0829576,nm4305463,nm8212878,nm0006969","https://www.imdb.com/name/nm0829576,https://www.imdb.com/name/nm4305463,https://www.imdb.com/name/nm8212878,https://www.imdb.com/name/nm0006969",PG-13,Elizabeth Banks,nm0006969,https://www.imdb.com/name/nm0006969,"Action,Adventure,Comedy",,52        ,tt5033998,Charlie's Angels,https://www.imdb.com/title/tt5033998,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4.6,118 min,41558,2019
"Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes","nm0000157,nm0000216,nm4496875,nm0721376","https://www.imdb.com/name/nm0000157,https://www.imdb.com/name/nm0000216,https://www.imdb.com/name/nm4496875,https://www.imdb.com/name/nm0721376",R,Tim Miller,nm1783265,https://www.imdb.com/name/nm1783265,"Action,Adventure,Sci-Fi",$62.25M,54        ,tt6450804,Terminator: Dark Fate,https://www.imdb.com/title/tt6450804,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,128 min,121434,2019
"Josephine Langford,Hero Fiennes Tiffin,Khadijha Red Thunder,Dylan Arnold","nm6466214,nm2842005,nm9982544,nm4003553","https://www.imdb.com/name/nm6466214,https://www.imdb.com/name/nm2842005,https://www.imdb.com/name/nm9982544,https://www.imdb.com/name/nm4003553",PG-13,Jenny Gage,nm1788310,https://www.imdb.com/name/nm1788310,"Drama,Romance",$12.14M,30        ,tt4126476,After,https://www.imdb.com/title/tt4126476,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.4,105 min,27942,2019
"Stephen Campbell Moore,Michael Fox,Lesley Nicol,Sophie McShera","nm1304386,nm5320024,nm0630149,nm2904789","https://www.imdb.com/name/nm1304386,https://www.imdb.com/name/nm5320024,https://www.imdb.com/name/nm0630149,https://www.imdb.com/name/nm2904789",PG,Michael Engler,nm0257554,https://www.imdb.com/name/nm0257554,"Drama,Romance",$31.03M,64        ,tt6398184,Downton Abbey,https://www.imdb.com/title/tt6398184,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,122 min,32680,2019
"Tom Glynn-Carney,Gabor Czap,Tom Fisher,Edward Ashley","nm6077951,nm5994557,nm1433660,nm5361352","https://www.imdb.com/name/nm6077951,https://www.imdb.com/name/nm5994557,https://www.imdb.com/name/nm1433660,https://www.imdb.com/name/nm5361352",R,David Michod,nm2391575,https://www.imdb.com/name/nm2391575,"Biography,Drama,History",,62        ,tt7984766,The King,https://www.imdb.com/title/tt7984766,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.2,140 min,74097,2019
"Brad Pitt,Tommy Lee Jones,Ruth Negga,Donald Sutherland","nm0000093,nm0000169,nm1550948,nm0000661","https://www.imdb.com/name/nm0000093,https://www.imdb.com/name/nm0000169,https://www.imdb.com/name/nm1550948,https://www.imdb.com/name/nm0000661",PG-13,James Gray,nm0336695,https://www.imdb.com/name/nm0336695,"Adventure,Drama,Mystery",$35.40M,80        ,tt2935510,Ad Astra,https://www.imdb.com/title/tt2935510,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,123 min,166087,2019
"Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin","nm0000437,nm0251986,nm1297015,nm1113550","https://www.imdb.com/name/nm0000437,https://www.imdb.com/name/nm0251986,https://www.imdb.com/name/nm1297015,https://www.imdb.com/name/nm1113550",R,Ruben Fleischer,nm0281508,https://www.imdb.com/name/nm0281508,"Action,Comedy,Horror",$26.80M,55        ,tt1560220,Zombieland: Double Tap,https://www.imdb.com/title/tt1560220,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,99 min,111185,2019
"Dave Bautista,Kumail Nanjiani,Mira Sorvino,Natalie Morales","nm1176985,nm3529685,nm0000227,nm2295540","https://www.imdb.com/name/nm1176985,https://www.imdb.com/name/nm3529685,https://www.imdb.com/name/nm0000227,https://www.imdb.com/name/nm2295540",R,Michael Dowse,nm0236226,https://www.imdb.com/name/nm0236226,"Action,Comedy,Crime",$22.37M,42        ,tt7734218,Stuber,https://www.imdb.com/title/tt7734218,A detective recruits his Uber driver into an unexpected night of adventure.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,93 min,34685,2019
"Adam Driver,Scarlett Johansson,Julia Greer,Azhy Robertson","nm3485845,nm0424060,nm5005121,nm7309485","https://www.imdb.com/name/nm3485845,https://www.imdb.com/name/nm0424060,https://www.imdb.com/name/nm5005121,https://www.imdb.com/name/nm7309485",R,Noah Baumbach,nm0000876,https://www.imdb.com/name/nm0000876,"Comedy,Drama,Romance",,94        ,tt7653254,Marriage Story,https://www.imdb.com/title/tt7653254,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8,137 min,214717,2019
"Elijah Wood,Stephen McHattie,Garfield Wilson,Madeleine Sami","nm0000704,nm0565569,nm0933435,nm0759819","https://www.imdb.com/name/nm0000704,https://www.imdb.com/name/nm0565569,https://www.imdb.com/name/nm0933435,https://www.imdb.com/name/nm0759819",R,Ant Timpson,nm0863807,https://www.imdb.com/name/nm0863807,"Comedy,Horror,Mystery",,64        ,tt8816194,Come to Daddy,https://www.imdb.com/title/tt8816194,A man in his thirties travels to a remote cabin to reconnect with his estranged father.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6,96 min,7763,2019
"Lupita Nyong'o,Winston Duke,Elisabeth Moss,Tim Heidecker","nm2143282,nm6328300,nm0005253,nm1727367","https://www.imdb.com/name/nm2143282,https://www.imdb.com/name/nm6328300,https://www.imdb.com/name/nm0005253,https://www.imdb.com/name/nm1727367",R,Jordan Peele,nm1443502,https://www.imdb.com/name/nm1443502,"Horror,Mystery,Thriller",$175.08M,81        ,tt6857112,Us,https://www.imdb.com/title/tt6857112,A family's serene beach vacation turns to chaos when their doppelgangers appear and begin to terrorize them.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,116 min,200659,2019
"Jacob Tremblay,Keith L. Williams,Brady Noon,Molly Gordon","nm5016878,nm5470093,nm4054776,nm1094137","https://www.imdb.com/name/nm5016878,https://www.imdb.com/name/nm5470093,https://www.imdb.com/name/nm4054776,https://www.imdb.com/name/nm1094137",R,Gene Stupnitsky,nm1969144,https://www.imdb.com/name/nm1969144,"Adventure,Comedy",$69.06M,60        ,tt7343762,Good Boys,https://www.imdb.com/title/tt7343762,"Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,90 min,50740,2019
"Imogen Poots,Danielle Ryan,Molly McCann,Jesse Eisenberg","nm1782299,nm2488429,nm9450235,nm0251986","https://www.imdb.com/name/nm1782299,https://www.imdb.com/name/nm2488429,https://www.imdb.com/name/nm9450235,https://www.imdb.com/name/nm0251986",R,Lorcan Finnegan,nm2705923,https://www.imdb.com/name/nm2705923,"Horror,Mystery,Sci-Fi",,64        ,tt8368406,Vivarium,https://www.imdb.com/title/tt8368406,A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.8,97 min,19437,2019
"James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult","nm0564215,nm1055413,nm2225369,nm0396558","https://www.imdb.com/name/nm0564215,https://www.imdb.com/name/nm1055413,https://www.imdb.com/name/nm2225369,https://www.imdb.com/name/nm0396558",PG-13,Simon Kinberg,nm1334526,https://www.imdb.com/name/nm1334526,"Action,Adventure,Sci-Fi",$65.85M,43        ,tt6565702,X-Men: Dark Phoenix,https://www.imdb.com/title/tt6565702,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.8,113 min,139716,2019
"Tom Hanks,Matthew Rhys,Chris Cooper,Susan Kelechi Watson","nm0000158,nm0722629,nm0177933,nm1635244","https://www.imdb.com/name/nm0000158,https://www.imdb.com/name/nm0722629,https://www.imdb.com/name/nm0177933,https://www.imdb.com/name/nm1635244",PG,Marielle Heller,nm1716636,https://www.imdb.com/name/nm1716636,"Biography,Drama",$61.70M,80        ,tt3224458,A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458,Based on the true story of a real-life friendship between,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.3,109 min,42599,2019
"Zack Gottsagen,Ann Owens,Dakota Johnson,Bruce Dern","nm5789377,nm11253801,nm0424848,nm0001136","https://www.imdb.com/name/nm5789377,https://www.imdb.com/name/nm11253801,https://www.imdb.com/name/nm0424848,https://www.imdb.com/name/nm0001136",PG-13,"Michael Schwartz,Tyler Nilson","nm1916835,nm2436566","https://www.imdb.com/name/nm1916835,https://www.imdb.com/name/nm2436566","Comedy,Drama,Sport",$13.12M,70        ,tt4364194,The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194,Zak runs away from his care home to make his dream of becoming a wrestler come true.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.6,97 min,42643,2019
"Anne Hathaway,Rebel Wilson,Alex Sharp,Tim Blake Nelson","nm0004266,nm2313103,nm5189784,nm0625789","https://www.imdb.com/name/nm0004266,https://www.imdb.com/name/nm2313103,https://www.imdb.com/name/nm5189784,https://www.imdb.com/name/nm0625789",PG-13,Chris Addison,nm1128050,https://www.imdb.com/name/nm1128050,"Comedy,Crime",$35.42M,35        ,tt1298644,The Hustle,https://www.imdb.com/title/tt1298644,Two con women - one low rent and the other high class - team up to take down the men who have wronged them.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.4,93 min,40313,2019
"Kaya Scodelario,Barry Pepper,Morfydd Clark,Ross Anderson","nm2546012,nm0001608,nm6077056,nm5105119","https://www.imdb.com/name/nm2546012,https://www.imdb.com/name/nm0001608,https://www.imdb.com/name/nm6077056,https://www.imdb.com/name/nm5105119",R,Alexandre Aja,nm0014960,https://www.imdb.com/name/nm0014960,"Drama,Horror,Thriller",$39.01M,60        ,tt8364368,Crawl,https://www.imdb.com/title/tt8364368,"A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,87 min,54304,2019
"Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman","nm0749263,nm0004266,nm0000209,nm0000597","https://www.imdb.com/name/nm0749263,https://www.imdb.com/name/nm0004266,https://www.imdb.com/name/nm0000209,https://www.imdb.com/name/nm0000597",PG-13,Todd Haynes,nm0001331,https://www.imdb.com/name/nm0001331,"Biography,Drama,History",,73        ,tt9071322,Dark Waters,https://www.imdb.com/title/tt9071322,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.6,126 min,37170,2019
"Samara Weaving,Daniel Radcliffe,Mark Rowley,Rhys Darby","nm3034977,nm0705356,nm4495529,nm1055302","https://www.imdb.com/name/nm3034977,https://www.imdb.com/name/nm0705356,https://www.imdb.com/name/nm4495529,https://www.imdb.com/name/nm1055302",R,Jason Lei Howden,nm3950520,https://www.imdb.com/name/nm3950520,"Action,Comedy",,42        ,tt6902676,Guns Akimbo,https://www.imdb.com/title/tt6902676,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,98 min,22615,2019
"Paul Walter Hauser,Sam Rockwell,Brandon Stanley,Ryan Boz","nm3236159,nm0005377,nm10263413,nm5573623","https://www.imdb.com/name/nm3236159,https://www.imdb.com/name/nm0005377,https://www.imdb.com/name/nm10263413,https://www.imdb.com/name/nm5573623",R,Clint Eastwood,nm0000142,https://www.imdb.com/name/nm0000142,"Biography,Crime,Drama",,68        ,tt3513548,Richard Jewell,https://www.imdb.com/title/tt3513548,American security guard,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,131 min,40279,2019
"Jamie Foxx,Charlie Pye Jr.,Michael Harding,Christopher Wolfe","nm0004937,nm11324875,nm0362268,nm1362473","https://www.imdb.com/name/nm0004937,https://www.imdb.com/name/nm11324875,https://www.imdb.com/name/nm0362268,https://www.imdb.com/name/nm1362473",PG-13,Destin Daniel Cretton,nm2308774,https://www.imdb.com/name/nm2308774,"Biography,Crime,Drama",,68        ,tt4916630,Just Mercy,https://www.imdb.com/title/tt4916630,World-renowned civil rights defense attorney,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,137 min,26723,2019
"Nicolas Cage,Joely Richardson,Madeleine Arthur,Elliot Knight","nm0000115,nm0000613,nm4699715,nm3231931","https://www.imdb.com/name/nm0000115,https://www.imdb.com/name/nm0000613,https://www.imdb.com/name/nm4699715,https://www.imdb.com/name/nm3231931",Unrated,Richard Stanley,nm0822582,https://www.imdb.com/name/nm0822582,"Horror,Sci-Fi",,70        ,tt5073642,Color Out of Space,https://www.imdb.com/title/tt5073642,A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,111 min,19177,2019
"Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker","nm0666739,nm0052186,nm2804503,nm1889973","https://www.imdb.com/name/nm0666739,https://www.imdb.com/name/nm0052186,https://www.imdb.com/name/nm2804503,https://www.imdb.com/name/nm1889973",TV-MA,Vince Gilligan,nm0319213,https://www.imdb.com/name/nm0319213,"Action,Crime,Drama",,72        ,tt9243946,El Camino: A Breaking Bad Movie,https://www.imdb.com/title/tt9243946,"El Camino: A Breaking Bad Movie follows fugitive Jesse Pinkman as he runs from his captors, the law and his past.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,122 min,164928,2019
"Edward Norton,Gugu Mbatha-Raw,Alec Baldwin,Bobby Cannavale","nm0001570,nm1813221,nm0000285,nm0134072","https://www.imdb.com/name/nm0001570,https://www.imdb.com/name/nm1813221,https://www.imdb.com/name/nm0000285,https://www.imdb.com/name/nm0134072",R,Edward Norton,nm0001570,https://www.imdb.com/name/nm0001570,"Crime,Drama,Mystery",,60        ,tt0385887,Motherless Brooklyn,https://www.imdb.com/title/tt0385887,"In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,144 min,29968,2019
"Chadwick Boseman,Sienna Miller,J.K. Simmons,Stephan James","nm1569276,nm1092227,nm0799777,nm4150847","https://www.imdb.com/name/nm1569276,https://www.imdb.com/name/nm1092227,https://www.imdb.com/name/nm0799777,https://www.imdb.com/name/nm4150847",R,Brian Kirk,nm1047532,https://www.imdb.com/name/nm1047532,"Action,Crime,Drama",,51        ,tt8688634,21 Bridges,https://www.imdb.com/title/tt8688634,An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,99 min,30288,2019
"Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson","nm1165110,nm1935086,nm3529685,nm0272581","https://www.imdb.com/name/nm1165110,https://www.imdb.com/name/nm1935086,https://www.imdb.com/name/nm3529685,https://www.imdb.com/name/nm0272581",PG-13,F. Gary Gray,nm0336620,https://www.imdb.com/name/nm0336620,"Action,Adventure,Comedy",$80.00M,38        ,tt2283336,Men in Black: International,https://www.imdb.com/title/tt2283336,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.6,114 min,98747,2019
"Timothee Chalamet,Elle Fanning,Liev Schreiber,Suzanne Smith","nm3154303,nm1102577,nm0000630,nm1378410","https://www.imdb.com/name/nm3154303,https://www.imdb.com/name/nm1102577,https://www.imdb.com/name/nm0000630,https://www.imdb.com/name/nm1378410",PG-13,Woody Allen,nm0000095,https://www.imdb.com/name/nm0000095,"Comedy,Romance",,48        ,tt7139936,A Rainy Day in New York,https://www.imdb.com/title/tt7139936,A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,92 min,21143,2019
"Ben Affleck,Oscar Isaac,Charlie Hunnam,Garrett Hedlund","nm0000255,nm1209966,nm0402271,nm1330560","https://www.imdb.com/name/nm0000255,https://www.imdb.com/name/nm1209966,https://www.imdb.com/name/nm0402271,https://www.imdb.com/name/nm1330560",R,J.C. Chandor,nm1170855,https://www.imdb.com/name/nm1170855,"Action,Adventure,Crime",,61        ,tt1488606,Triple Frontier,https://www.imdb.com/title/tt1488606,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,125 min,98039,2019
"Rachel Brosnahan,Jarrett Bruno,Claire Crosby,Toru Uchikado","nm3014031,nm11227603,nm11336007,nm5337106","https://www.imdb.com/name/nm3014031,https://www.imdb.com/name/nm11227603,https://www.imdb.com/name/nm11336007,https://www.imdb.com/name/nm5337106",PG,"Troy Quane,Nick Bruno","nm0702863,nm2939767","https://www.imdb.com/name/nm0702863,https://www.imdb.com/name/nm2939767","Animation,Adventure,Comedy",,54        ,tt5814534,Spies in Disguise,https://www.imdb.com/title/tt5814534,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,102 min,23796,2019
"Shia LaBeouf,Lucas Hedges,Noah Jupe,Byron Bowers","nm0479471,nm2348627,nm7415871,nm2720892","https://www.imdb.com/name/nm0479471,https://www.imdb.com/name/nm2348627,https://www.imdb.com/name/nm7415871,https://www.imdb.com/name/nm2720892",R,Alma Har'el,nm2776774,https://www.imdb.com/name/nm2776774,Drama,,73        ,tt8151874,Honey Boy,https://www.imdb.com/title/tt8151874,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.3,94 min,18649,2019
"Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Chloe Sevigny","nm2257207,nm3853652,nm0940158,nm0001721","https://www.imdb.com/name/nm2257207,https://www.imdb.com/name/nm3853652,https://www.imdb.com/name/nm0940158,https://www.imdb.com/name/nm0001721",R,Melina Matsoukas,nm2027419,https://www.imdb.com/name/nm2027419,"Crime,Drama,Romance",,74        ,tt8722346,Queen & Slim,https://www.imdb.com/title/tt8722346,A couple's first date takes an unexpected turn when a police officer pulls them over.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7,132 min,15029,2019
