cast,cast_id,cast_url,certificate,director,director_id,director_url,genre,gross,metascore,movie_id,movie_name,movie_url,plot,poster,rating,runtime,votes,year
"Chloe Grace Moretz,Sam Claflin,Gina Gershon,Patrick Warburton","nm1631269,nm3510471,nm0000153,nm0911320","https://www.imdb.com/name/nm1631269,https://www.imdb.com/name/nm3510471,https://www.imdb.com/name/nm0000153,https://www.imdb.com/name/nm0911320",,"Young Sik Uhm,Moo-Hyun Jang,Sung-ho Hong","nm9045599,nm7464857,nm1406845","https://www.imdb.com/name/nm9045599,https://www.imdb.com/name/nm7464857,https://www.imdb.com/name/nm1406845","Animation,Action,Adventure",,,tt4429160,Red Shoes and the Seven Dwarfs,https://www.imdb.com/title/tt4429160,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy. A parody with a twist.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,92 min,1227,2019
"Tom England,Arjun Singh Panam,Joshua Ford,Ben Vardy","nm7149730,nm1955368,nm7149731,nm8322900","https://www.imdb.com/name/nm7149730,https://www.imdb.com/name/nm1955368,https://www.imdb.com/name/nm7149731,https://www.imdb.com/name/nm8322900",,"Zander Weaver,Elliot Weaver","nm4873574,nm4873470","https://www.imdb.com/name/nm4873574,https://www.imdb.com/name/nm4873470","Adventure,Mystery,Sci-Fi",,,tt4477292,Cosmos,https://www.imdb.com/title/tt4477292,"Cosmos explores the thrilling first hours of first contact when three astronomers accidentally intercept what they believe to be a faint, coded signal from a distant alien civilisation",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.7,128 min,1844,2019
"Erik Thomson,Sara West,Benson Jack Anthony,Amelia Douglass","nm0860997,nm0972622,nm3258860,nm9571694","https://www.imdb.com/name/nm0860997,https://www.imdb.com/name/nm0972622,https://www.imdb.com/name/nm3258860,https://www.imdb.com/name/nm9571694",,Daniel J. Phillips,nm3454851,https://www.imdb.com/name/nm3454851,"Horror,Mystery,Thriller",,,tt7838536,Awoken,https://www.imdb.com/title/tt7838536,"A young medical student attempts to cure her brother from a terminal sleep illness called Fatal Familial Insomnia, where you are unable to sleep until you die. On her quest to help him, a ...",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4.6,88 min,570,2019
"Josh Gad,Dennis Quaid,Kathryn Prescott,Marg Helgenberger","nm1265802,nm0000598,nm3077071,nm0001339","https://www.imdb.com/name/nm1265802,https://www.imdb.com/name/nm0000598,https://www.imdb.com/name/nm3077071,https://www.imdb.com/name/nm0001339",PG,Gail Mancuso,nm0541562,https://www.imdb.com/name/nm0541562,"Adventure,Comedy,Drama",$22.78M,43        ,tt8385474,A Dog's Journey,https://www.imdb.com/title/tt8385474,A dog finds the meaning of his own existence through the lives of the humans he meets.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,109 min,15560,2019
"Sheri Moon Zombie,Bill Moseley,Sid Haig,Jeff Daniel Phillips","nm0600667,nm0608405,nm0354085,nm0680489","https://www.imdb.com/name/nm0600667,https://www.imdb.com/name/nm0608405,https://www.imdb.com/name/nm0354085,https://www.imdb.com/name/nm0680489",R,Rob Zombie,nm0957772,https://www.imdb.com/name/nm0957772,Horror,,50        ,tt8134742,3 from Hell,https://www.imdb.com/title/tt8134742,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.6,115 min,9607,2019
"Marta Etura,Nene,Leonardo Sbaraglia,Francesc Orella","nm1011070,nm4729886,nm0768614,nm0649649","https://www.imdb.com/name/nm1011070,https://www.imdb.com/name/nm4729886,https://www.imdb.com/name/nm0768614,https://www.imdb.com/name/nm0649649",TV-MA,Fernando Gonzalez Molina,nm2692858,https://www.imdb.com/name/nm2692858,"Crime,Thriller",,,tt7304802,The Legacy of the Bones,https://www.imdb.com/title/tt7304802,Inspector Amaia Salazar returns to the Baztan's valley for a new case. And this time even the most beloved for her will not be safe.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,121 min,3410,2019
"Rebecca Romijn,Arden Myrin,Hayley Griffith,Ruby Modine","nm0005381,nm0617141,nm3587674,nm4384329","https://www.imdb.com/name/nm0005381,https://www.imdb.com/name/nm0617141,https://www.imdb.com/name/nm3587674,https://www.imdb.com/name/nm4384329",Not Rated,Chelsea Stardust,nm2854747,https://www.imdb.com/name/nm2854747,"Comedy,Horror",,51        ,tt8510350,Satanic Panic,https://www.imdb.com/title/tt8510350,A pizza delivery girl at the end of her financial rope has to fight for her life - and her tips - when her last order of the night turns out to be high society Satanists in need of a virgin sacrifice.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.6,85 min,3354,2019
"Hugo Weaving,Daniel Henshall,Harrison Gilbertson,Mark Leonard Winter","nm0915989,nm2989873,nm1549295,nm2413529","https://www.imdb.com/name/nm0915989,https://www.imdb.com/name/nm2989873,https://www.imdb.com/name/nm1549295,https://www.imdb.com/name/nm2413529",,Paul Ireland,nm0409883,https://www.imdb.com/name/nm0409883,Drama,,,tt8846706,Measure for Measure,https://www.imdb.com/title/tt8846706,The lives of inhabitants of a housing commission tower whose paths cross after a shocking event occurs on their front doorstep.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.8,107 min,82,2019
"Francois Civil,Omar Sy,Mathieu Kassovitz,Reda Kateb","nm2476624,nm1082477,nm0440913,nm3024530","https://www.imdb.com/name/nm2476624,https://www.imdb.com/name/nm1082477,https://www.imdb.com/name/nm0440913,https://www.imdb.com/name/nm3024530",TV-14,Antonin Baudry,nm5494785,https://www.imdb.com/name/nm5494785,"Action,Adventure,Sci-Fi",,,tt7458762,The Wolf's Call,https://www.imdb.com/title/tt7458762,"In the near future, a French submarine finds itself in a crisis situation.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,115 min,11117,2019
"Armie Hammer,Zazie Beetz,Karl Glusman,Christin Rankins","nm2309517,nm5939164,nm3194762,nm7405977","https://www.imdb.com/name/nm2309517,https://www.imdb.com/name/nm5939164,https://www.imdb.com/name/nm3194762,https://www.imdb.com/name/nm7405977",R,Babak Anvari,nm2035118,https://www.imdb.com/name/nm2035118,"Drama,Horror,Mystery",,51        ,tt5913798,Wounds,https://www.imdb.com/title/tt5913798,Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4,95 min,13584,2019
"Jillian Bell,Jennifer Dundas,Patch Darragh,Alice Lee","nm3255459,nm0242177,nm1113773,nm5333857","https://www.imdb.com/name/nm3255459,https://www.imdb.com/name/nm0242177,https://www.imdb.com/name/nm1113773,https://www.imdb.com/name/nm5333857",R,Paul Downs Colaizzo,nm2375463,https://www.imdb.com/name/nm2375463,"Comedy,Drama",$0.22M,72        ,tt7671064,Brittany Runs a Marathon,https://www.imdb.com/title/tt7671064,A young woman decides to make positive changes in her life by training for the New York City Marathon.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,104 min,12682,2019
"John Turturro,Bobby Cannavale,Audrey Tautou,Susan Sarandon","nm0001806,nm0134072,nm0851582,nm0000215","https://www.imdb.com/name/nm0001806,https://www.imdb.com/name/nm0134072,https://www.imdb.com/name/nm0851582,https://www.imdb.com/name/nm0000215",R,John Turturro,nm0001806,https://www.imdb.com/name/nm0001806,"Comedy,Crime,Drama",,44        ,tt5974030,The Jesus Rolls,https://www.imdb.com/title/tt5974030,A spin-off of,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4.3,85 min,1639,2019
"Felecia Angelle,Christopher Bevins,Brendan Blaber,Johnny Yong Bosch","nm5993940,nm1215197,nm7693464,nm0097765","https://www.imdb.com/name/nm5993940,https://www.imdb.com/name/nm1215197,https://www.imdb.com/name/nm7693464,https://www.imdb.com/name/nm0097765",PG-13,Kenji Nagasaki,nm2568279,https://www.imdb.com/name/nm2568279,"Animation,Action,Adventure",,70        ,tt11107074,My Hero Academia: Heroes Rising,https://www.imdb.com/title/tt11107074,"A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8,104 min,1277,2019
"Yanting Lu,Joseph,Mo Han,Hao Chen","nm10939413,nm10939414,nm10939415,nm10939416","https://www.imdb.com/name/nm10939413,https://www.imdb.com/name/nm10939414,https://www.imdb.com/name/nm10939415,https://www.imdb.com/name/nm10939416",Not Rated,Yu Yang,nm1169562,https://www.imdb.com/name/nm1169562,"Animation,Action,Adventure",$3.70M,54        ,tt10627720,Ne Zha,https://www.imdb.com/title/tt10627720,"Born with unique powers, a boy is recruited to fight demons and save the community that fears him.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,110 min,4333,2019
"Kris Hitchen,Debbie Honeywood,Rhys Stone,Katie Proctor","nm1106944,nm10214834,nm10427036,nm10427037","https://www.imdb.com/name/nm1106944,https://www.imdb.com/name/nm10214834,https://www.imdb.com/name/nm10427036,https://www.imdb.com/name/nm10427037",,Ken Loach,nm0516360,https://www.imdb.com/name/nm0516360,Drama,,82        ,tt8359816,Sorry We Missed You,https://www.imdb.com/title/tt8359816,"Hoping that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploitation.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.6,101 min,10745,2019
"Zach Galifianakis,Matthew McConaughey,Rekha Shankar,Olivia Mekdara","nm0302108,nm0000190,nm4363130,nm4156901","https://www.imdb.com/name/nm0302108,https://www.imdb.com/name/nm0000190,https://www.imdb.com/name/nm4363130,https://www.imdb.com/name/nm4156901",TV-MA,Scott Aukerman,nm0042006,https://www.imdb.com/name/nm0042006,Comedy,,59        ,tt9398640,Between Two Ferns: The Movie,https://www.imdb.com/title/tt9398640,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,82 min,23638,2019
"Simon Pegg,Juno Temple,Tao Okamoto,Bria Vinaite","nm0670408,nm1017334,nm5148840,nm8458915","https://www.imdb.com/name/nm0670408,https://www.imdb.com/name/nm1017334,https://www.imdb.com/name/nm5148840,https://www.imdb.com/name/nm8458915",,Katharine O'Brien,nm3598014,https://www.imdb.com/name/nm3598014,Drama,,50        ,tt6744360,Lost Transmissions,https://www.imdb.com/title/tt6744360,"When an acclaimed music producer goes off his medication for schizophrenia, his friends chase him though the LA music scene to help commit him to a psychiatric hospital, revealing the troubling inadequacies of our mental health care system.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5,105 min,395,2019
"Adam Devine,Alexandra Shipp,Rose Byrne,Ron Funches","nm2796745,nm3381295,nm0126284,nm3236733","https://www.imdb.com/name/nm2796745,https://www.imdb.com/name/nm3381295,https://www.imdb.com/name/nm0126284,https://www.imdb.com/name/nm3236733",R,"Scott Moore,Jon Lucas","nm0601859,nm0524190","https://www.imdb.com/name/nm0601859,https://www.imdb.com/name/nm0524190",Comedy,,39        ,tt9354944,Jexi,https://www.imdb.com/title/tt9354944,A comedy about what can happen when you love your phone more than anything else in your life.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,84 min,14896,2019
"Rinal Mukhametov,Lyubov Aksyonova,Anton Pampushnyy,Milos Bikovic","nm4928333,nm4705505,nm3039952,nm2161450","https://www.imdb.com/name/nm4928333,https://www.imdb.com/name/nm4705505,https://www.imdb.com/name/nm3039952,https://www.imdb.com/name/nm2161450",,Nikita Argunov,nm1583510,https://www.imdb.com/name/nm1583510,"Action,Adventure,Fantasy",,,tt6087226,Coma,https://www.imdb.com/title/tt6087226,After a mysterious accident a young architect comes back to his senses in a very odd world. He must find out the exact laws and regulations of it as he fights for his life and keeps on looking for the exit to the real world.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.5,111 min,1817,2019
"David Arrow,Evan Daves,Blake French,Jillian Mueller","nm0037392,nm2744854,nm2264167,nm4746027","https://www.imdb.com/name/nm0037392,https://www.imdb.com/name/nm2744854,https://www.imdb.com/name/nm2264167,https://www.imdb.com/name/nm4746027",,Keola Racela,nm4324803,https://www.imdb.com/name/nm4324803,"Comedy,Horror",,49        ,tt8485772,Porno,https://www.imdb.com/title/tt8485772,"When five teen employees at the local movie theater in a small Christian town discover a mysterious old film hidden in its basement, they unleash an alluring succubus who gives them a sex education...written in blood.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4.9,98 min,666,2019
"Theo Rossi,Clive Standen,Samira Wiley,Chazz Palminteri","nm0744331,nm1641140,nm4148126,nm0001590","https://www.imdb.com/name/nm0744331,https://www.imdb.com/name/nm1641140,https://www.imdb.com/name/nm4148126,https://www.imdb.com/name/nm0001590",R,Tom DeNucci,nm3848723,https://www.imdb.com/name/nm3848723,"Action,Crime,Drama",,,tt6838918,Vault,https://www.imdb.com/title/tt6838918,"Vault tells a story about a group of small time criminals in 1975 who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.4,99 min,1512,2019
"Gina Rodriguez,LaKeith Stanfield,Brittany Snow,DeWanda Wise","nm1752221,nm3147751,nm0811242,nm1986622","https://www.imdb.com/name/nm1752221,https://www.imdb.com/name/nm3147751,https://www.imdb.com/name/nm0811242,https://www.imdb.com/name/nm1986622",R,Jennifer Kaytin Robinson,nm3066492,https://www.imdb.com/name/nm3066492,"Comedy,Romance",,63        ,tt8075260,Someone Great,https://www.imdb.com/title/tt8075260,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,92 min,15606,2019
"Matthias Schoenaerts,Jason Mitchell,Bruce Dern,Gideon Adlon","nm0774386,nm4207146,nm0001136,nm4594069","https://www.imdb.com/name/nm0774386,https://www.imdb.com/name/nm4207146,https://www.imdb.com/name/nm0001136,https://www.imdb.com/name/nm4594069",R,Laure de Clermont-Tonnerre,nm0166438,https://www.imdb.com/name/nm0166438,Drama,$5.04M,77        ,tt5952594,The Mustang,https://www.imdb.com/title/tt5952594,"The story of Roman Coleman, a violent convict, who is given the chance to participate in a rehabilitation therapy program involving the training of wild mustangs.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,96 min,8273,2019
"Hugh Jackman,David Walliams,Stephen Fry,Matt Lucas","nm0413168,nm0909144,nm0000410,nm0524240","https://www.imdb.com/name/nm0413168,https://www.imdb.com/name/nm0909144,https://www.imdb.com/name/nm0000410,https://www.imdb.com/name/nm0524240",PG,Chris Butler,nm2752098,https://www.imdb.com/name/nm2752098,"Animation,Adventure,Comedy",$16.65M,68        ,tt6348138,Missing Link,https://www.imdb.com/title/tt6348138,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,93 min,18816,2019
"Amy Manson,Dominic Mafham,Luke Allen-Gale,James Weber Brown","nm2240061,nm0535582,nm3012604,nm0916793","https://www.imdb.com/name/nm2240061,https://www.imdb.com/name/nm0535582,https://www.imdb.com/name/nm3012604,https://www.imdb.com/name/nm0916793",R,Tony Giglio,nm0317638,https://www.imdb.com/name/nm0317638,"Action,Adventure,Horror",,,tt8328716,Doom: Annihilation,https://www.imdb.com/title/tt8328716,"A group of UAC Marines respond to a distress call from a top secret scientific base on Phobos, a moon around Mars, only to discover it's been overrun by demons who seek to create Hell on Earth.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,3.6,96 min,6601,2019
"Anna Pniowsky,Casey Affleck,Tom Bower,Elisabeth Moss","nm6370548,nm0000729,nm0101005,nm0005253","https://www.imdb.com/name/nm6370548,https://www.imdb.com/name/nm0000729,https://www.imdb.com/name/nm0101005,https://www.imdb.com/name/nm0005253",R,Casey Affleck,nm0000729,https://www.imdb.com/name/nm0000729,"Drama,Sci-Fi,Thriller",,67        ,tt6063090,Light of My Life,https://www.imdb.com/title/tt6063090,"Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond, and the character of humanity, is tested.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,119 min,8342,2019
"Maeve Higgins,Barry Ward,Will Forte,Claudia O'Doherty","nm2072329,nm0911395,nm0287182,nm5307166","https://www.imdb.com/name/nm2072329,https://www.imdb.com/name/nm0911395,https://www.imdb.com/name/nm0287182,https://www.imdb.com/name/nm5307166",R,"Enda Loughman,Mike Ahern","nm4885073,nm2888739","https://www.imdb.com/name/nm4885073,https://www.imdb.com/name/nm2888739","Comedy,Fantasy,Horror",,72        ,tt8233874,Extra Ordinary,https://www.imdb.com/title/tt8233874,"Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,94 min,4560,2019
"Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi,Sophie Nelisse","nm0636426,nm3386634,nm3187984,nm4563869","https://www.imdb.com/name/nm0636426,https://www.imdb.com/name/nm3386634,https://www.imdb.com/name/nm3187984,https://www.imdb.com/name/nm4563869",TV-MA,Vicky Jewson,nm2351920,https://www.imdb.com/name/nm2351920,"Action,Drama,Thriller",,51        ,tt5316540,Close,https://www.imdb.com/title/tt5316540,A female bodyguard is hired to protect an heiress on the run from assassins.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.7,94 min,19235,2019
"Kelly Clarkson,Nick Jonas,Janelle Monae,Blake Shelton","nm1225628,nm2679917,nm1847117,nm1627901","https://www.imdb.com/name/nm1225628,https://www.imdb.com/name/nm2679917,https://www.imdb.com/name/nm1847117,https://www.imdb.com/name/nm1627901",PG,Kelly Asbury,nm0038432,https://www.imdb.com/name/nm0038432,"Animation,Adventure,Comedy",$20.15M,39        ,tt1946502,UglyDolls,https://www.imdb.com/title/tt1946502,"An animated adventure in which the free-spirited UglyDolls confront what it means to be different, struggle with a desire to be loved, and ultimately discover who you truly are is what matters most.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,4.9,87 min,4832,2019
"Jean Dujardin,Louis Garrel,Emmanuelle Seigner,Gregory Gadebois","nm0241121,nm0308039,nm0782561,nm1687610","https://www.imdb.com/name/nm0241121,https://www.imdb.com/name/nm0308039,https://www.imdb.com/name/nm0782561,https://www.imdb.com/name/nm1687610",,Roman Polanski,nm0000591,https://www.imdb.com/name/nm0000591,"Drama,History,Thriller",,56        ,tt2398149,An Officer and a Spy,https://www.imdb.com/title/tt2398149,"In 1894, French Captain",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.2,132 min,8108,2019
"Noomi Rapace,Rebecca Bower,Luke Evans,Finn Little","nm0636426,nm5361962,nm1812656,nm7567974","https://www.imdb.com/name/nm0636426,https://www.imdb.com/name/nm5361962,https://www.imdb.com/name/nm1812656,https://www.imdb.com/name/nm7567974",R,Kim Farrant,nm2040537,https://www.imdb.com/name/nm2040537,"Drama,Mystery,Thriller",,47        ,tt7058080,Angel of Mine,https://www.imdb.com/title/tt7058080,A woman grieving over the death of her daughter loses grip of reality when she begins to think her girl may still be alive.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.5,98 min,7285,2019
